$k_{\rm{s}}$,$k_{\rm{c}}$,$h_{\rm{b}}$,$r_{\rm{b}}$,$l_{\rm{c}}$,$A$,$\omega$,$e_{\rm{v}}$
8.463636e-01,7.143979e-01,2.659359e-01,5.479117e-01,9.793334e-01,8.326479e-01,3.977000e-01,7.258080e-01
8.123559e-01,7.543501e-01,1.578153e-01,9.229189e-01,7.244742e-01,7.570780e-01,4.548540e-01,7.563978e-01
4.028915e-01,4.895953e-01,4.234827e-02,6.778817e-01,5.122558e-01,6.747047e-01,4.529244e-01,5.783451e-01
4.634419e-01,5.845776e-01,2.261496e-01,5.947355e-01,6.684160e-01,6.437341e-01,5.980965e-01,6.612668e-01
7.106315e-01,6.463037e-01,1.137695e-01,7.621299e-01,7.365811e-01,6.805715e-01,1.740304e-01,5.426750e-01
8.462103e-01,7.029959e-01,3.715985e-01,7.452094e-01,9.852201e-01,7.036054e-01,4.300954e-01,6.745305e-01
8.762991e-01,5.511067e-01,4.825457e-01,8.261297e-01,7.773747e-01,6.420098e-01,7.528211e-01,6.391221e-01
5.979853e-01,5.935565e-01,2.337042e-01,8.036618e-01,8.470403e-01,6.567122e-01,5.353200e-01,7.880735e-01
4.728763e-01,5.474823e-01,3.108071e-02,8.499094e-01,3.798091e-01,6.946233e-01,4.881239e-01,7.185168e-01
5.368816e-01,7.216103e-01,3.730406e-01,5.264938e-01,4.749821e-01,6.764215e-01,5.932834e-01,8.379860e-01
5.205572e-01,6.372313e-01,4.420750e-02,6.753092e-01,8.225028e-01,7.629758e-01,4.006178e-01,5.523573e-01
5.560265e-01,7.635014e-01,2.353603e-01,6.283338e-01,9.090244e-01,7.348267e-01,4.197340e-01,7.006303e-01
5.265102e-01,6.500566e-01,2.207542e-02,7.296204e-01,5.732957e-01,7.543110e-01,6.091983e-01,5.536221e-01
7.742972e-01,6.779913e-01,3.825062e-01,6.152463e-01,7.253548e-01,7.539018e-01,4.789252e-01,6.648346e-01
8.684539e-01,5.705360e-01,2.868044e-01,7.876280e-01,7.121479e-01,7.208141e-01,2.541423e-01,5.311894e-01
7.473267e-01,6.355856e-01,4.366337e-01,9.819738e-01,7.766729e-01,8.151746e-01,6.115768e-01,6.589547e-01
8.458924e-01,6.607895e-01,8.787271e-01,8.559414e-01,3.553923e-01,7.292728e-01,3.243029e-01,7.178998e-01
5.736092e-01,6.393110e-01,6.205420e-01,9.148241e-01,3.176590e-01,6.476925e-01,8.483664e-01,6.756205e-01
6.106117e-01,6.229765e-01,1.538048e-01,7.146896e-01,5.936136e-01,7.680528e-01,8.404180e-01,6.484118e-01
9.941157e-01,6.993312e-01,3.620651e-01,6.890553e-01,4.896590e-01,7.000916e-01,9.842654e-01,5.838811e-01
5.984772e-01,6.542844e-01,2.444921e-01,7.973332e-01,7.279322e-01,7.728699e-01,6.275671e-01,6.278050e-01
6.331421e-01,3.814140e-01,3.891959e-01,7.555654e-01,6.844812e-01,5.475485e-01,9.086974e-01,6.149390e-01
5.568273e-01,5.922695e-01,1.967528e-01,6.536267e-01,8.709184e-01,7.865440e-01,8.489700e-01,6.307900e-01
4.304311e-01,6.527961e-01,1.864306e-01,5.633888e-01,6.533467e-01,7.365159e-01,7.083497e-01,7.346986e-01
4.217079e-01,5.321928e-01,1.541768e-01,9.136523e-01,5.831686e-01,6.540839e-01,9.051116e-01,5.822620e-01
5.757722e-01,3.693337e-01,8.980854e-01,7.005059e-01,6.936370e-01,6.763617e-01,4.096229e-01,6.212493e-01
5.180799e-01,5.536179e-01,8.691152e-01,6.927296e-01,7.773373e-01,7.313839e-01,5.244042e-01,6.521615e-01
5.432667e-01,5.469358e-01,9.386094e-01,6.035248e-01,6.765865e-01,7.495825e-01,6.555570e-01,6.753206e-01
5.155921e-01,5.032570e-01,7.836637e-01,5.448009e-01,8.948625e-01,6.740062e-01,5.438972e-01,6.354927e-01
7.553829e-01,8.359977e-01,8.820732e-01,7.377283e-01,6.302555e-01,6.765697e-01,8.209715e-01,6.748317e-01
4.992864e-01,5.362098e-01,4.507177e-01,4.997403e-01,8.939648e-01,6.957216e-01,6.520337e-01,5.129294e-01
6.270403e-01,3.737419e-01,8.511813e-01,5.965328e-01,7.390329e-01,6.878919e-01,3.295092e-01,7.494617e-01
2.850785e-01,5.023185e-01,7.645025e-01,3.763339e-01,7.317485e-01,5.818914e-01,2.513228e-01,6.367230e-01
8.295955e-01,6.730690e-01,3.814953e-01,6.845092e-01,5.978072e-01,6.903424e-01,1.174291e-01,6.467447e-01
7.342291e-01,7.645609e-01,1.351476e-02,9.392439e-01,2.797215e-01,7.002076e-01,7.051357e-01,6.718972e-01
5.508417e-01,6.110753e-01,1.550933e-01,8.993239e-01,5.417398e-01,6.260366e-01,8.922940e-01,6.074752e-01
4.211954e-01,5.287315e-01,1.941590e-01,8.646628e-01,3.251906e-01,6.987338e-01,7.233772e-01,6.376416e-01
8.607482e-01,8.774772e-01,5.295756e-01,8.815995e-01,1.706645e-01,7.854477e-01,1.131654e-01,5.674268e-01
4.537087e-01,6.549618e-01,6.319338e-01,7.317374e-01,4.153888e-01,5.927664e-01,1.205902e-01,6.809029e-01
7.678687e-01,7.155095e-01,2.117363e-01,6.194121e-01,5.967342e-01,6.963796e-01,2.430676e-01,6.423907e-01
